mfc/s,num_threads,vector_size
14.688, 1, 1000000
16.74, 2, 1000000
18.2458, 3, 1000000
19.1263, 4, 1000000
19.348, 5, 1000000
19.8993, 6, 1000000
20.4729, 7, 1000000
19.4822, 8, 1000000
20.4759, 9, 1000000
19.9852, 10, 1000000
21.2562, 11, 1000000
19.4239, 12, 1000000
20.0896, 13, 1000000
17.3943, 14, 1000000
17.0395, 15, 1000000
21.2301, 16, 1000000
26.3988, 1, 2000000
29.0546, 2, 2000000
34.8335, 3, 2000000
36.7363, 4, 2000000
36.2102, 5, 2000000
36.9133, 6, 2000000
38.9598, 7, 2000000
37.3525, 8, 2000000
37.4181, 9, 2000000
37.4042, 10, 2000000
38.771, 11, 2000000
41.2831, 12, 2000000
38.5186, 13, 2000000
40.8965, 14, 2000000
37.9881, 15, 2000000
33.264, 16, 2000000
28.5742, 1, 3000000
38.5822, 2, 3000000
49.3291, 3, 3000000
48.3473, 4, 3000000
52.4146, 5, 3000000
53.6375, 6, 3000000
56.0549, 7, 3000000
52.9829, 8, 3000000
53.8696, 9, 3000000
55.4037, 10, 3000000
55.6524, 11, 3000000
50.8845, 12, 3000000
57.7578, 13, 3000000
52.6482, 14, 3000000
49.36, 15, 3000000
55.0691, 16, 3000000
34.8347, 1, 4000000
45.8069, 2, 4000000
69.0465, 3, 4000000
63.6335, 4, 4000000
67.4923, 5, 4000000
66.0437, 6, 4000000
67.4764, 7, 4000000
72.9302, 8, 4000000
69.6245, 9, 4000000
59.3833, 10, 4000000
71.4592, 11, 4000000
74.9611, 12, 4000000
61.657, 13, 4000000
74.0947, 14, 4000000
62.9822, 15, 4000000
70.5579, 16, 4000000
38.9223, 1, 5000000
55.6607, 2, 5000000
68.3293, 3, 5000000
104.78, 4, 5000000
79.9539, 5, 5000000
83.6582, 6, 5000000
104.666, 7, 5000000
84.9473, 8, 5000000
84.9156, 9, 5000000
74.4225, 10, 5000000
73.6887, 11, 5000000
88.227, 12, 5000000
90.6487, 13, 5000000
96.6725, 14, 5000000
76.8817, 15, 5000000
74.6926, 16, 5000000
40.9112, 1, 6000000
57.8603, 2, 6000000
77.3076, 3, 6000000
81.7706, 4, 6000000
90.5032, 5, 6000000
94.2433, 6, 6000000
96.8414, 7, 6000000
105.893, 8, 6000000
99.369, 9, 6000000
100.098, 10, 6000000
100.884, 11, 6000000
105.764, 12, 6000000
105.476, 13, 6000000
93.2763, 14, 6000000
98.2045, 15, 6000000
90.3084, 16, 6000000
43.4826, 1, 7000000
61.1119, 2, 7000000
100.059, 3, 7000000
127.782, 4, 7000000
98.1079, 5, 7000000
107.707, 6, 7000000
140.43, 7, 7000000
131.394, 8, 7000000
112.736, 9, 7000000
119.062, 10, 7000000
99.6143, 11, 7000000
123.544, 12, 7000000
123.235, 13, 7000000
107.527, 14, 7000000
128.264, 15, 7000000
106.65, 16, 7000000
46.9346, 1, 8000000
66.8432, 2, 8000000
122.841, 3, 8000000
102.021, 4, 8000000
136.687, 5, 8000000
116.521, 6, 8000000
148.096, 7, 8000000
127.016, 8, 8000000
120.357, 9, 8000000
123.322, 10, 8000000
117.959, 11, 8000000
137.509, 12, 8000000
118.364, 13, 8000000
138.238, 14, 8000000
134.75, 15, 8000000
118.761, 16, 8000000
43.2699, 1, 9000000
90.5478, 2, 9000000
97.0246, 3, 9000000
109.433, 4, 9000000
118.895, 5, 9000000
129.166, 6, 9000000
131.845, 7, 9000000
140.047, 8, 9000000
125.38, 9, 9000000
134.106, 10, 9000000
146.795, 11, 9000000
136.238, 12, 9000000
158.426, 13, 9000000
127.126, 14, 9000000
130.024, 15, 9000000
158.758, 16, 9000000
56.6784, 1, 10000000
75.4057, 2, 10000000
98.2782, 3, 10000000
115.034, 4, 10000000
134.874, 5, 10000000
138.806, 6, 10000000
148.199, 7, 10000000
141.008, 8, 10000000
138.357, 9, 10000000
167.791, 10, 10000000
131.111, 11, 10000000
162.03, 12, 10000000
159.253, 13, 10000000
165.082, 14, 10000000
183.695, 15, 10000000
147.839, 16, 10000000
