mfc/s,num_threads,vector_size
20, 1, 200000
20, 2, 200000
20, 3, 200000
inf, 4, 200000
20, 5, 200000
20, 6, 200000
10, 7, 200000
20, 8, 200000
inf, 9, 200000
20, 10, 200000
inf, 11, 200000
1.53846, 12, 200000
20, 13, 200000
1.81818, 14, 200000
1.81818, 15, 200000
10, 16, 200000
40, 1, 400000
20, 2, 400000
40, 3, 400000
40, 4, 400000
20, 5, 400000
40, 6, 400000
40, 7, 400000
20, 8, 400000
20, 9, 400000
13.3333, 10, 400000
20, 11, 400000
20, 12, 400000
4, 13, 400000
20, 14, 400000
20, 15, 400000
3.07692, 16, 400000
30, 1, 600000
20, 2, 600000
20, 3, 600000
30, 4, 600000
60, 5, 600000
30, 6, 600000
30, 7, 600000
15, 8, 600000
60, 9, 600000
20, 10, 600000
20, 11, 600000
30, 12, 600000
20, 13, 600000
30, 14, 600000
20, 15, 600000
20, 16, 600000
40, 1, 800000
40, 2, 800000
40, 3, 800000
40, 4, 800000
40, 5, 800000
11.4286, 6, 800000
40, 7, 800000
40, 8, 800000
26.6667, 9, 800000
26.6667, 10, 800000
40, 11, 800000
26.6667, 12, 800000
26.6667, 13, 800000
40, 14, 800000
26.6667, 15, 800000
5.71429, 16, 800000
50, 1, 1000000
33.3333, 2, 1000000
50, 3, 1000000
33.3333, 4, 1000000
25, 5, 1000000
50, 6, 1000000
33.3333, 7, 1000000
50, 8, 1000000
33.3333, 9, 1000000
25, 10, 1000000
33.3333, 11, 1000000
25, 12, 1000000
33.3333, 13, 1000000
33.3333, 14, 1000000
16.6667, 15, 1000000
16.6667, 16, 1000000
60, 1, 1200000
40, 2, 1200000
30, 3, 1200000
40, 4, 1200000
40, 5, 1200000
40, 6, 1200000
30, 7, 1200000
40, 8, 1200000
60, 9, 1200000
24, 10, 1200000
30, 11, 1200000
40, 12, 1200000
30, 13, 1200000
30, 14, 1200000
20, 15, 1200000
24, 16, 1200000
46.6667, 1, 1400000
35, 2, 1400000
46.6667, 3, 1400000
46.6667, 4, 1400000
35, 5, 1400000
46.6667, 6, 1400000
35, 7, 1400000
35, 8, 1400000
28, 9, 1400000
35, 10, 1400000
35, 11, 1400000
35, 12, 1400000
28, 13, 1400000
28, 14, 1400000
35, 15, 1400000
8.75, 16, 1400000
32, 1, 1600000
53.3333, 2, 1600000
40, 3, 1600000
40, 4, 1600000
32, 5, 1600000
40, 6, 1600000
40, 7, 1600000
40, 8, 1600000
26.6667, 9, 1600000
32, 10, 1600000
40, 11, 1600000
32, 12, 1600000
