mfc/s,num_threads,vector_size
38.4453, 1, 50000
66.8267, 2, 50000
84.6796, 3, 50000
109.006, 4, 50000
120.65, 5, 50000
142.925, 6, 50000
166.032, 7, 50000
112.448, 8, 50000
153.291, 9, 50000
162.23, 10, 50000
152.644, 11, 50000
22.538, 12, 50000
147.967, 13, 50000
113.649, 14, 50000
118.24, 15, 50000
131.573, 16, 50000
42.4926, 1, 100000
71.2881, 2, 100000
114.865, 3, 100000
147.805, 4, 100000
170.541, 5, 100000
212.699, 6, 100000
181.931, 7, 100000
218.636, 8, 100000
249.863, 9, 100000
247.631, 10, 100000
262.213, 11, 100000
235.184, 12, 100000
235.497, 13, 100000
280.232, 14, 100000
193.953, 15, 100000
169.78, 16, 100000
43.8162, 1, 150000
84.3242, 2, 150000
116.647, 3, 150000
123.712, 4, 150000
174.615, 5, 150000
246.43, 6, 150000
211.109, 7, 150000
284.715, 8, 150000
244.979, 9, 150000
317.726, 10, 150000
297.469, 11, 150000
347.612, 12, 150000
293.967, 13, 150000
385.744, 14, 150000
248.601, 15, 150000
328.813, 16, 150000
48.0862, 1, 200000
93.195, 2, 200000
114.475, 3, 200000
156.024, 4, 200000
189.52, 5, 200000
243.932, 6, 200000
285.709, 7, 200000
291.094, 8, 200000
297.001, 9, 200000
336.999, 10, 200000
331.859, 11, 200000
377.472, 12, 200000
343.598, 13, 200000
344.646, 14, 200000
291.919, 15, 200000
356.818, 16, 200000
49.4419, 1, 250000
89.8903, 2, 250000
131.083, 3, 250000
165.408, 4, 250000
199.108, 5, 250000
253.38, 6, 250000
269.08, 7, 250000
334.792, 8, 250000
291.475, 9, 250000
338.346, 10, 250000
340.95, 11, 250000
364.061, 12, 250000
374.773, 13, 250000
363.714, 14, 250000
366.045, 15, 250000
451.063, 16, 250000
41.2901, 1, 300000
102.975, 2, 300000
130.053, 3, 300000
167.061, 4, 300000
214.948, 5, 300000
286.811, 6, 300000
283.372, 7, 300000
335.188, 8, 300000
323.767, 9, 300000
329.828, 10, 300000
391.889, 11, 300000
377.986, 12, 300000
375.771, 13, 300000
462.941, 14, 300000
420.558, 15, 300000
478.201, 16, 300000
46.1248, 1, 350000
93.398, 2, 350000
134.972, 3, 350000
176.213, 4, 350000
205.95, 5, 350000
262.27, 6, 350000
284.949, 7, 350000
358.305, 8, 350000
315.081, 9, 350000
367.602, 10, 350000
380.207, 11, 350000
429.617, 12, 350000
425.22, 13, 350000
407.17, 14, 350000
452.233, 15, 350000
566.986, 16, 350000
48.4846, 1, 400000
100.101, 2, 400000
143.936, 3, 400000
184.933, 4, 400000
219.101, 5, 400000
282.128, 6, 400000
302.175, 7, 400000
324.387, 8, 400000
367.749, 9, 400000
374.359, 10, 400000
407.677, 11, 400000
426.792, 12, 400000
514.241, 13, 400000
527.084, 14, 400000
406.408, 15, 400000
500.854, 16, 400000
50.5745, 1, 450000
97.7758, 2, 450000
141.66, 3, 450000
184.114, 4, 450000
213.977, 5, 450000
292.972, 6, 450000
296.754, 7, 450000
339.104, 8, 450000
342.387, 9, 450000
367.72, 10, 450000
377.545, 11, 450000
395.336, 12, 450000
464.033, 13, 450000
471.224, 14, 450000
558.086, 15, 450000
624.287, 16, 450000
47.9298, 1, 500000
102.584, 2, 500000
140.824, 3, 500000
189.702, 4, 500000
237.738, 5, 500000
276.422, 6, 500000
289.574, 7, 500000
339.936, 8, 500000
332.043, 9, 500000
432.399, 10, 500000
417.16, 11, 500000
493.056, 12, 500000
41.6695, 13, 500000
550.623, 14, 500000
539.427, 15, 500000
613.981, 16, 500000
51.5045, 1, 550000
98.5651, 2, 550000
138.348, 3, 550000
183.559, 4, 550000
228.216, 5, 550000
271.157, 6, 550000
338.295, 7, 550000
363.951, 8, 550000
390.009, 9, 550000
406.808, 10, 550000
389.536, 11, 550000
452.708, 12, 550000
510.555, 13, 550000
563.181, 14, 550000
547.078, 15, 550000
624.532, 16, 550000
49.5978, 1, 600000
94.3685, 2, 600000
143.578, 3, 600000
188.345, 4, 600000
236.238, 5, 600000
302.905, 6, 600000
356.951, 7, 600000
344.77, 8, 600000
331.893, 9, 600000
421.692, 10, 600000
421.581, 11, 600000
511.213, 12, 600000
534.633, 13, 600000
50.0428, 14, 600000
575.012, 15, 600000
622.852, 16, 600000
52.1472, 1, 650000
98.6903, 2, 650000
145.542, 3, 650000
195.274, 4, 650000
