mfc/s,num_threads,vector_size
24.8911, 1, 200000
35.9389, 2, 200000
41.5455, 3, 200000
42.9646, 4, 200000
43.6015, 5, 200000
43.8212, 6, 200000
40.0962, 7, 200000
42.4358, 8, 200000
39.6983, 9, 200000
40, 10, 200000
43.9367, 11, 200000
41.6927, 12, 200000
24.4798, 13, 200000
27.2368, 14, 200000
15.287, 15, 200000
15.4226, 16, 200000
32.3023, 1, 400000
52.0088, 2, 400000
63.806, 3, 400000
66.9905, 4, 400000
73.7055, 5, 400000
73.5835, 6, 400000
70.0525, 7, 400000
79.6178, 8, 400000
31.3161, 9, 400000
67.9579, 10, 400000
77.235, 11, 400000
64.0615, 12, 400000
49.249, 13, 400000
64.6621, 14, 400000
30.525, 15, 400000
76.3213, 16, 400000
35.2858, 1, 600000
57.2519, 2, 600000
76.036, 3, 600000
85.9476, 4, 600000
94.9968, 5, 600000
96.1538, 6, 600000
103.04, 7, 600000
105.245, 8, 600000
105.69, 9, 600000
106.952, 10, 600000
116.392, 11, 600000
107.354, 12, 600000
98.8142, 13, 600000
108.03, 14, 600000
106.364, 15, 600000
95.7549, 16, 600000
38.8538, 1, 800000
64.7878, 2, 800000
85.534, 3, 800000
92.4962, 4, 800000
108.093, 5, 800000
114.712, 6, 800000
119.976, 7, 800000
126.004, 8, 800000
56.9882, 9, 800000
129.976, 10, 800000
129.955, 11, 800000
132.057, 12, 800000
138.289, 13, 800000
133.556, 14, 800000
136.963, 15, 800000
114.367, 16, 800000
38.9332, 1, 1000000
69.3193, 2, 1000000
91.0415, 3, 1000000
105.252, 4, 1000000
114.521, 5, 1000000
128.75, 6, 1000000
143.102, 7, 1000000
147.71, 8, 1000000
151.653, 9, 1000000
147.514, 10, 1000000
140.076, 11, 1000000
70.2988, 12, 1000000
128.32, 13, 1000000
169.434, 14, 1000000
144.238, 15, 1000000
125.628, 16, 1000000
40.4981, 1, 1200000
72.7846, 2, 1200000
93.7646, 3, 1200000
116.641, 4, 1200000
128.894, 5, 1200000
128.921, 6, 1200000
149.701, 7, 1200000
161.943, 8, 1200000
166.274, 9, 1200000
179.533, 10, 1200000
177.804, 11, 1200000
184.445, 12, 1200000
179.614, 13, 1200000
177.096, 14, 1200000
145.507, 15, 1200000
85.4883, 16, 1200000
41.5418, 1, 1400000
73.4638, 2, 1400000
99.9929, 3, 1400000
120.763, 4, 1400000
141.214, 5, 1400000
156.058, 6, 1400000
162.848, 7, 1400000
181.183, 8, 1400000
174.129, 9, 1400000
156.302, 10, 1400000
93.7961, 11, 1400000
197.378, 12, 1400000
208.613, 13, 1400000
94.5754, 14, 1400000
96.5917, 15, 1400000
73.4792, 16, 1400000
43.4641, 1, 1600000
76.1361, 2, 1600000
103.876, 3, 1600000
124.883, 4, 1600000
143.588, 5, 1600000
162.999, 6, 1600000
175.246, 7, 1600000
188.501, 8, 1600000
181.098, 9, 1600000
205.814, 10, 1600000
178.611, 11, 1600000
211.472, 12, 1600000
202.455, 13, 1600000
223.245, 14, 1600000
213.362, 15, 1600000
235.433, 16, 1600000
44.6495, 1, 1800000
77.476, 2, 1800000
107.111, 3, 1800000
129.515, 4, 1800000
150.15, 5, 1800000
171.739, 6, 1800000
184.351, 7, 1800000
196.485, 8, 1800000
185.471, 9, 1800000
216.138, 10, 1800000
202.748, 11, 1800000
117.516, 12, 1800000
218.818, 13, 1800000
178.377, 14, 1800000
228.137, 15, 1800000
